Close,output
476.25,1
467.7999877929688,1
468.8999938964844,2
465.25,1
468.25,1
475.5499877929688,2
476.6499938964844,1
477.5499877929688,2
489.8500061035156,2
485.3999938964844,2
484.7999877929688,1
471.0,1
454.6000061035156,1
460.4500122070313,2
463.2000122070313,0
459.2000122070313,1
465.0499877929688,1
453.3500061035156,0
471.1000061035156,0
466.8999938964844,1
461.75,0
459.0,1
457.75,1
445.8500061035156,1
442.2000122070313,1
445.8999938964844,1
451.0,1
456.7999877929688,1
450.2000122070313,0
447.25,1
432.5,1
425.4500122070313,1
434.25,1
427.6499938964844,0
432.2000122070313,1
423.1000061035156,1
397.5,1
398.7999877929688,0
399.1000061035156,1
402.25,0
404.6000061035156,0
397.6499938964844,1
407.8999938964844,1
414.1000061035156,1
412.1499938964844,1
395.9500122070313,1
393.3500061035156,0
396.5499877929688,1
399.0,1
396.25,1
396.1000061035156,1
404.25,1
399.0499877929688,1
398.1000061035156,1
398.0499877929688,1
401.6000061035156,1
404.5499877929688,1
407.7000122070313,1
409.8999938964844,1
412.75,1
421.3500061035156,2
422.1499938964844,1
416.25,1
425.3500061035156,1
435.0,1
433.1499938964844,1
412.2000122070313,1
423.5,1
433.7000122070313,1
437.1499938964844,2
431.5499877929688,2
423.1499938964844,2
423.7999877929688,1
421.1000061035156,1
424.7000122070313,1
424.0499877929688,1
423.3999938964844,1
433.2000122070313,1
433.25,1
433.1499938964844,2
439.3999938964844,2
438.25,1
435.3999938964844,2
428.75,1
427.1000061035156,1
420.1000061035156,1
417.2000122070313,1
413.2999877929688,0
414.1499938964844,1
418.5,2
417.8999938964844,2
416.7000122070313,1
421.6000061035156,1
418.0,1
410.5,1
402.6000061035156,1
394.4500122070313,1
378.3500061035156,1
384.7999877929688,1
394.1499938964844,1
391.2999877929688,2
