,Date,Close,output
0,2020-01-01,184.4499969482422,1
1,2020-01-02,193.75,2
2,2020-01-03,191.1000061035156,2
3,2020-01-06,185.6499938964844,1
4,2020-01-07,184.6999969482422,0
5,2020-01-08,182.5500030517578,0
6,2020-01-09,192.0,1
7,2020-01-10,196.3500061035156,2
8,2020-01-13,196.25,1
9,2020-01-14,195.8500061035156,0
10,2020-01-15,200.3500061035156,0
11,2020-01-16,197.5500030517578,1
12,2020-01-17,197.3000030517578,1
13,2020-01-20,195.0,1
14,2020-01-21,191.3999938964844,0
15,2020-01-22,185.6000061035156,2
16,2020-01-23,188.3999938964844,1
17,2020-01-24,186.5,0
18,2020-01-27,182.1999969482422,1
19,2020-01-28,176.10000610351562,2
20,2020-01-29,188.0500030517578,2
21,2020-01-30,186.1999969482422,1
22,2020-01-31,176.60000610351562,1
23,2020-02-03,163.85000610351562,0
24,2020-02-04,165.6999969482422,1
25,2020-02-05,183.75,2
26,2020-02-06,178.85000610351562,1
27,2020-02-07,173.60000610351562,1
28,2020-02-10,168.89999389648438,1
29,2020-02-11,169.75,1
30,2020-02-12,170.9499969482422,1
31,2020-02-13,169.5,1
32,2020-02-14,169.10000610351562,1
33,2020-02-17,169.10000610351562,1
34,2020-02-18,161.60000610351562,0
35,2020-02-19,158.0500030517578,2
36,2020-02-20,158.5,1
37,2020-02-24,150.64999389648438,1
38,2020-02-25,149.89999389648438,0
39,2020-02-26,144.5500030517578,1
40,2020-02-27,145.25,0
41,2020-02-28,128.9499969482422,0
42,2020-03-02,125.4000015258789,1
43,2020-03-03,130.35000610351562,0
44,2020-03-04,126.1999969482422,1
45,2020-03-05,125.75,0
46,2020-03-06,114.1999969482422,1
47,2020-03-09,105.6999969482422,1
48,2020-03-11,98.9000015258789,0
49,2020-03-12,88.0,1
50,2020-03-13,89.75,0
51,2020-03-16,82.94999694824219,0
52,2020-03-17,77.94999694824219,0
53,2020-03-18,75.5,0
54,2020-03-19,72.94999694824219,0
55,2020-03-20,77.30000305175781,0
56,2020-03-23,66.19999694824219,1
57,2020-03-24,68.55000305175781,0
58,2020-03-25,70.25,1
59,2020-03-26,70.80000305175781,2
60,2020-03-27,70.69999694824219,0
61,2020-03-30,68.1500015258789,1
62,2020-03-31,71.05000305175781,1
63,2020-04-01,67.94999694824219,0
64,2020-04-03,65.30000305175781,1
65,2020-04-07,67.25,1
66,2020-04-08,67.5999984741211,1
67,2020-04-09,74.5999984741211,2
68,2020-04-13,74.25,1
69,2020-04-15,72.9000015258789,1
70,2020-04-16,74.6500015258789,1
71,2020-04-17,76.8499984741211,1
72,2020-04-20,80.44999694824219,1
73,2020-04-21,74.6500015258789,1
74,2020-04-22,75.9000015258789,0
75,2020-04-23,75.6500015258789,2
76,2020-04-24,74.19999694824219,1
77,2020-04-27,75.25,0
78,2020-04-28,76.94999694824219,1
79,2020-04-29,78.1500015258789,1
80,2020-04-30,93.25,1
81,2020-05-04,83.9000015258789,1
82,2020-05-05,80.9000015258789,0
83,2020-05-06,83.19999694824219,1
84,2020-05-07,82.5,1
85,2020-05-08,81.05000305175781,1
86,2020-05-11,86.0999984741211,0
87,2020-05-12,86.19999694824219,1
88,2020-05-13,87.19999694824219,1
89,2020-05-14,83.80000305175781,1
90,2020-05-15,84.3499984741211,1
91,2020-05-18,80.6500015258789,1
92,2020-05-19,81.80000305175781,0
93,2020-05-20,83.44999694824219,1
94,2020-05-21,84.0999984741211,1
95,2020-05-22,82.80000305175781,0
96,2020-05-26,83.0999984741211,1
97,2020-05-27,84.55000305175781,1
98,2020-05-28,87.0,2
99,2020-05-29,87.0,1
100,2020-06-01,89.55000305175781,1
101,2020-06-02,96.5,2
102,2020-06-03,98.75,2
103,2020-06-04,98.5,1
104,2020-06-05,110.75,1
105,2020-06-08,115.4499969482422,1
106,2020-06-09,111.4499969482422,1
107,2020-06-10,111.4000015258789,1
108,2020-06-11,106.1500015258789,1
109,2020-06-12,105.3000030517578,1
110,2020-06-15,100.5,1
111,2020-06-16,94.75,1
112,2020-06-17,95.4000015258789,2
113,2020-06-18,96.3499984741211,1
114,2020-06-19,102.5,0
115,2020-06-22,102.6500015258789,2
116,2020-06-23,104.4000015258789,1
117,2020-06-24,104.8000030517578,1
118,2020-06-25,103.8000030517578,1
119,2020-06-26,101.4000015258789,1
120,2020-06-29,99.4499969482422,1
121,2020-06-30,98.25,0
122,2020-07-01,100.75,1
123,2020-07-02,101.5500030517578,1
124,2020-07-03,103.4499969482422,2
125,2020-07-06,109.0,1
126,2020-07-07,109.0500030517578,1
127,2020-07-08,105.3499984741211,0
128,2020-07-09,106.9499969482422,1
129,2020-07-10,107.5999984741211,1
130,2020-07-13,108.0,1
131,2020-07-14,105.1500015258789,1
132,2020-07-15,103.1999969482422,1
133,2020-07-16,102.9499969482422,1
134,2020-07-17,106.4000015258789,2
135,2020-07-20,105.0500030517578,1
136,2020-07-21,108.4499969482422,1
137,2020-07-22,105.1500015258789,2
138,2020-07-23,106.0500030517578,1
139,2020-07-24,103.75,1
140,2020-07-27,101.6999969482422,1
141,2020-07-28,106.4499969482422,1
142,2020-07-29,105.75,0
143,2020-07-30,103.6500015258789,1
144,2020-07-31,104.6500015258789,1
145,2020-08-03,113.0500030517578,1
146,2020-08-04,111.4499969482422,0
147,2020-08-05,115.4000015258789,1
148,2020-08-06,116.8000030517578,1
149,2020-08-07,119.0999984741211,2
150,2020-08-10,123.8499984741211,1
151,2020-08-11,122.3000030517578,1
152,2020-08-12,125.3499984741211,2
153,2020-08-13,131.14999389648438,1
154,2020-08-14,124.5999984741211,0
155,2020-08-17,123.5500030517578,1
156,2020-08-18,125.5999984741211,2
157,2020-08-19,125.1500015258789,1
158,2020-08-20,121.6999969482422,1
159,2020-08-21,120.9000015258789,0
160,2020-08-24,121.1999969482422,1
161,2020-08-25,127.0999984741211,1
162,2020-08-26,137.89999389648438,0
163,2020-08-27,144.25,2
164,2020-08-28,142.8000030517578,1
165,2020-08-31,143.1999969482422,1
166,2020-09-01,143.8000030517578,0
167,2020-09-02,150.3000030517578,1
168,2020-09-03,151.85000610351562,1
169,2020-09-04,147.8000030517578,1
170,2020-09-07,149.39999389648438,2
171,2020-09-08,142.3000030517578,1
172,2020-09-09,140.10000610351562,1
173,2020-09-10,143.3000030517578,1
174,2020-09-11,144.3000030517578,1
175,2020-09-14,148.5500030517578,1
176,2020-09-15,148.39999389648438,1
177,2020-09-16,151.4499969482422,1
178,2020-09-17,147.64999389648438,1
179,2020-09-18,147.89999389648438,1
180,2020-09-21,137.4499969482422,1
181,2020-09-22,133.10000610351562,0
182,2020-09-23,131.39999389648438,0
183,2020-09-24,122.8000030517578,1
184,2020-09-25,127.25,0
185,2020-09-28,132.85000610351562,1
186,2020-09-29,131.6999969482422,1
187,2020-09-30,133.3000030517578,1
188,2020-10-01,133.5,1
189,2020-10-05,133.89999389648438,1
190,2020-10-06,144.75,1
191,2020-10-07,141.0,1
192,2020-10-08,140.9499969482422,2
193,2020-10-09,138.4499969482422,2
194,2020-10-12,135.89999389648438,1
195,2020-10-13,134.10000610351562,1
196,2020-10-14,130.6999969482422,1
197,2020-10-15,126.9499969482422,1
198,2020-10-16,127.75,0
199,2020-10-19,128.25,1
200,2020-10-20,129.64999389648438,1
201,2020-10-21,130.25,1
202,2020-10-22,133.5,1
203,2020-10-23,137.0,1
204,2020-10-26,133.6999969482422,0
205,2020-10-27,135.64999389648438,1
206,2020-10-28,134.8000030517578,0
207,2020-10-29,131.89999389648438,0
208,2020-10-30,132.64999389648438,1
209,2020-11-02,132.85000610351562,2
210,2020-11-03,134.10000610351562,1
211,2020-11-04,135.89999389648438,1
212,2020-11-05,137.64999389648438,1
213,2020-11-06,139.0,2
214,2020-11-09,141.0,1
215,2020-11-10,146.0,1
216,2020-11-11,150.9499969482422,1
217,2020-11-12,151.1999969482422,1
218,2020-11-13,146.35000610351562,2
219,2020-11-14,148.85000610351562,1
220,2020-11-17,158.0,1
221,2020-11-18,173.5,1
222,2020-11-19,167.9499969482422,1
223,2020-11-20,169.10000610351562,1
224,2020-11-23,170.6999969482422,1
225,2020-11-24,172.0500030517578,1
226,2020-11-25,171.4499969482422,2
227,2020-11-26,173.75,1
228,2020-11-27,180.3500061035156,1
229,2020-12-01,179.75,1
230,2020-12-02,183.6000061035156,2
231,2020-12-03,184.8500061035156,1
232,2020-12-04,184.1499938964844,1
233,2020-12-07,183.5500030517578,1
234,2020-12-08,181.8000030517578,1
235,2020-12-09,182.6999969482422,2
236,2020-12-10,177.60000610351562,2
237,2020-12-11,178.85000610351562,1
238,2020-12-14,177.64999389648438,1
239,2020-12-15,178.89999389648438,1
240,2020-12-16,182.5500030517578,1
